experiment,base_scenario,replicate,seed,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,burn_in_deaths,target_deaths,burn_in_time,analysis_time_span,observed_death_rate_after_burnin,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_target,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater
E2_activation_localization_x_deathERK,E2_local_activation_strong_ERK_protection_ld4p0,7,47408,local_activation,strong_ERK_protection,"activation: small and short-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,5.0,3.0,4.0,1.0,0.4,500,1000,194.34577723823247,330.5830629623416,3.024958360053416,17834,11402,209798,208298,262014,244180,17820,1493,491125,True,1000,882,1000,0.4444444444444445,0.882,9.34322033898305,3.224497784951725e-185
E2_activation_localization_x_deathERK,E2_local_activation_strong_ERK_protection_ld4p0,8,47409,local_activation,strong_ERK_protection,"activation: small and short-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,5.0,3.0,4.0,1.0,0.4,500,1000,169.7075716242648,324.84355604918517,3.078404916391779,16363,10739,198244,196744,247496,231133,16342,1488,463570,True,1000,915,1000,0.4444444444444445,0.915,13.455882352941174,1.1026761963684135e-219
E2_activation_localization_x_deathERK,E2_local_activation_strong_ERK_protection_ld4p0,9,47410,local_activation,strong_ERK_protection,"activation: small and short-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,5.0,3.0,4.0,1.0,0.4,500,1000,173.5861466156333,338.37182622012403,2.955328790729347,17142,11253,205107,203607,255887,238745,17134,1490,479618,True,1000,924,1000,0.4444444444444445,0.924,15.19736842105263,4.640807269142021e-230
E2_activation_localization_x_deathERK,E2_local_activation_strong_ERK_protection_ld4p0,10,47411,local_activation,strong_ERK_protection,"activation: small and short-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,5.0,3.0,4.0,1.0,0.4,500,1000,171.32356388668845,334.2635321377602,2.9916515080319006,17310,11405,202645,201145,253356,236046,17297,1494,474792,True,1000,889,1000,0.4444444444444445,0.889,10.011261261261259,4.15948474934821e-192
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,1,48002,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,900.1075937747241,1826.35866713439,0.5475375773637219,90832,60999,67821,66321,1364406,1273574,90816,1499,1524542,True,1000,905,1000,0.4444444444444445,0.905,11.907894736842103,1.1080862577756982e-208
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,2,48003,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,910.8411947046609,1738.3598592551905,0.5752548844681994,88961,58375,66291,64791,1326966,1238005,88951,1499,1483707,True,1000,908,1000,0.4444444444444445,0.908,12.336956521739127,6.294741518916412e-212
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,3,48004,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,892.4989702300703,1737.6672282238187,0.5754841800303526,87857,58247,65414,63914,1314494,1226637,87838,1499,1469245,True,1000,901,1000,0.4444444444444445,0.901,11.376262626262623,2.003918639469878e-204
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,4,48005,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,830.1431148243626,1821.4789122487266,0.549004434405139,88392,60679,66329,64829,1325206,1236814,88377,1498,1481410,True,1000,917,1000,0.4444444444444445,0.917,13.810240963855417,5.986458745597878e-222
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,5,48006,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,879.1205018426306,1736.1914350227587,0.5759733516868153,87012,57902,65511,64011,1308497,1221485,86999,1499,1462506,True,1000,918,1000,0.4444444444444445,0.918,13.993902439024387,4.325654550856077e-223
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,6,48007,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,841.3113110631988,1751.0509850348444,0.5710855986184211,87306,58679,64583,63083,1297002,1209696,87291,1499,1450375,True,1000,928,1000,0.4444444444444445,0.928,16.11111111111111,7.911801379621607e-235
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,7,48008,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,845.7040451080617,1693.3012706219083,0.5905623632070649,84749,56758,63535,62035,1269378,1184629,84737,1499,1419149,True,1000,923,1000,0.4444444444444445,0.923,14.98376623376623,6.968189947356058e-229
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,8,48009,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,855.7907174373094,1765.4376525740868,0.566431784516409,87177,58876,65890,64390,1310902,1223725,87169,1499,1465460,True,1000,915,1000,0.4444444444444445,0.915,13.455882352941174,1.1026761963684135e-219
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,9,48010,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,867.1679672717197,1644.6511847320303,0.608031666096379,84397,55334,62734,61234,1257263,1172866,84383,1499,1405879,True,1000,900,1000,0.4444444444444445,0.9,11.249999999999996,2.259350268660129e-203
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p25,10,48011,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.25,2.0,0.8,500,1000,848.8651617796955,1790.2826395136485,0.5585710199768579,87913,59701,65851,64351,1320259,1232346,87903,1499,1475512,True,1000,902,1000,0.4444444444444445,0.902,11.505102040816324,1.757646730209179e-205
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,1,48102,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,489.14189908414755,907.0178964403608,1.1025140781946556,46907,30498,69437,67937,698602,651695,46902,1499,816440,True,1000,912,1000,0.4444444444444445,0.912,12.954545454545451,2.5053221062113312e-216
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,2,48103,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,446.6799721577852,901.4467304377172,1.1093278906391153,45762,30743,67843,66343,674550,628788,45741,1498,789632,True,1000,895,1000,0.4444444444444445,0.895,10.654761904761902,3.493799181383108e-198
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,3,48104,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,432.9116131229299,935.0624613685037,1.0694472736467866,46064,31280,68154,66654,683881,637817,46047,1498,799580,True,1000,900,1000,0.4444444444444445,0.9,11.249999999999996,2.259350268660129e-203
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,4,48105,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,470.9015469134395,974.5368245752109,1.026128489742692,48286,32113,71873,70373,723700,675414,48261,1493,845327,True,1000,910,1000,0.4444444444444445,0.91,12.638888888888888,4.068835374206987e-214
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,5,48106,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,427.2890462260345,966.2952253209523,1.0348804110750447,47299,32720,69771,68271,697301,650002,47289,1498,815859,True,1000,907,1000,0.4444444444444445,0.907,12.190860215053762,7.690399260947758e-211
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,6,48107,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,447.38783309363725,906.1968312538975,1.1035130178245136,45848,30464,68039,66539,677693,631845,45834,1498,793064,True,1000,904,1000,0.4444444444444445,0.904,11.77083333333333,1.3071441976760093e-207
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,7,48108,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,414.92905070236344,903.8712577821998,1.106352250268106,44093,30010,65692,64192,659476,615383,44079,1498,770745,True,1000,913,1000,0.4444444444444445,0.913,13.11781609195402,1.9298107737441764e-217
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,8,48109,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,453.3192901022085,958.2332509783598,1.043587246611403,47253,31734,70588,69088,706575,659322,47243,1498,825904,True,1000,907,1000,0.4444444444444445,0.907,12.190860215053762,7.690399260947758e-211
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,9,48110,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,514.1245957460333,966.1750233754706,1.0350091606656908,49370,32367,74052,72552,739015,689645,49360,1498,863925,True,1000,903,1000,0.4444444444444445,0.903,11.636597938144329,1.524383694247134e-206
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld0p5,10,48111,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,0.5,2.0,0.8,500,1000,474.01724848735194,953.8972419720753,1.0483309480302223,47684,31872,71091,69591,714531,666847,47669,1497,834788,True,1000,918,1000,0.4444444444444445,0.918,13.993902439024387,4.325654550856077e-223
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,1,48202,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,228.28713214358868,486.76417333110055,2.0543829122768917,24552,16647,71766,70266,358266,333714,24525,1495,456052,True,1000,917,1000,0.4444444444444445,0.917,13.810240963855417,5.986458745597878e-222
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,2,48203,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,254.55352284818264,498.99001463125876,2.00404811855599,25297,16549,75545,74045,376797,351500,25287,1498,479127,True,1000,867,1000,0.4444444444444445,0.867,8.148496240601501,3.96373394751789e-171
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,3,48204,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,250.13038363824967,490.665625470685,2.03804780300377,24657,16340,74225,72725,369310,344653,24646,1498,469679,True,1000,916,1000,0.4444444444444445,0.916,13.630952380952376,8.177396093904473e-221
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,4,48205,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,265.32559356131736,471.20418029724163,2.122222259083498,24841,15873,73684,72184,368381,343540,24826,1498,468389,True,1000,924,1000,0.4444444444444445,0.924,15.19736842105263,4.640807269142021e-230
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,5,48206,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,253.19367299953598,502.9798770897008,1.9881511081240757,25331,17063,75398,73898,377713,352382,25321,1496,479928,True,1000,913,1000,0.4444444444444445,0.913,13.11781609195402,1.9298107737441764e-217
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,6,48207,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,238.8410258417562,488.9336323856719,2.0452673609722103,24442,16446,72277,70777,362945,338503,24434,1496,461152,True,1000,914,1000,0.4444444444444445,0.914,13.284883720930228,1.4680082379768177e-218
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,7,48208,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,225.62677454728032,532.6778763565839,1.8773071764117768,25160,17582,75639,74139,378184,353024,25150,1498,480471,True,1000,916,1000,0.4444444444444445,0.916,13.630952380952376,8.177396093904473e-221
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,8,48209,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,254.30412219967565,510.7533871594906,1.9578920573809815,25457,16920,76335,74835,382148,356691,25444,1494,485421,True,1000,910,1000,0.4444444444444445,0.91,12.638888888888888,4.068835374206987e-214
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,9,48210,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,252.18656352643887,477.2800438012078,2.0952059760045416,24836,16541,73133,71633,363942,339106,24822,1498,463395,True,1000,892,1000,0.4444444444444445,0.892,10.32407407407407,3.993609482604817e-195
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld1p0,10,48211,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,1.0,2.0,0.8,500,1000,251.14930069491848,506.5366243282251,1.9741909113209966,25212,16848,75726,74226,379393,354181,25203,1499,481821,True,1000,905,1000,0.4444444444444445,0.905,11.907894736842103,1.1080862577756982e-208
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,1,48302,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,137.343667581871,294.484791507884,3.395761101548186,14413,9714,86510,85010,215509,201096,14403,1492,317914,True,1000,917,1000,0.4444444444444445,0.917,13.810240963855417,5.986458745597878e-222
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,2,48303,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,139.08736117211777,301.6243113874337,3.3153826208508406,14634,9920,88268,86768,220856,206222,14621,1494,325239,True,1000,895,1000,0.4444444444444445,0.895,10.654761904761902,3.493799181383108e-198
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,3,48304,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,146.78113622924124,279.8604901950455,3.5732089202840376,14329,9421,85570,84070,212918,198589,14320,1496,314304,True,1000,913,1000,0.4444444444444445,0.913,13.11781609195402,1.9298107737441764e-217
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,4,48305,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,125.71987051379121,290.89906011997715,3.4376185319662578,13883,9611,83250,81750,208586,194703,13867,1495,307198,True,1000,926,1000,0.4444444444444445,0.926,15.64189189189189,1.972556138572983e-232
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,5,48306,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,138.80555828142707,287.83800764747167,3.4741763541691326,14284,9698,85371,83871,213684,199400,14274,1494,314823,True,1000,922,1000,0.4444444444444445,0.922,14.775641025641022,1.0317480549972999e-227
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,6,48307,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,134.5430276512499,283.5645079270761,3.5265344288332754,13973,9549,83599,82099,209071,195098,13956,1487,308113,True,1000,917,1000,0.4444444444444445,0.917,13.810240963855417,5.986458745597878e-222
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,7,48308,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,143.00722892947482,278.96398353389685,3.584692143165106,13900,9156,84562,83062,210882,196982,13889,1489,310822,True,1000,905,1000,0.4444444444444445,0.905,11.907894736842103,1.1080862577756982e-208
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,8,48309,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,136.04414925264558,277.05156556110006,3.6094363804613234,13882,9393,82313,80813,206425,192543,13866,1493,304097,True,1000,900,1000,0.4444444444444445,0.9,11.249999999999996,2.259350268660129e-203
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,9,48310,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,127.26475138351374,270.7108057874951,3.6939788830778655,13147,8815,80068,78568,198274,185127,13135,1496,292973,True,1000,920,1000,0.4444444444444445,0.92,14.374999999999995,2.1704233460117436e-225
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld2p0,10,48311,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,2.0,2.0,0.8,500,1000,135.51086806110519,291.0246642923628,3.436134880291115,14156,9649,85551,84051,213109,198953,14133,1488,314281,True,1000,921,1000,0.4444444444444445,0.921,14.572784810126578,1.5066953678301806e-226
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,1,48402,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,93.79090256314366,173.22784973665972,5.7727438256619585,8956,5839,106727,105227,133342,124386,8939,1486,250494,True,1000,916,1000,0.4444444444444445,0.916,13.630952380952376,8.177396093904473e-221
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,2,48403,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,92.03430952307892,164.58067851889214,6.076047376880941,8801,5690,102794,101294,128647,119846,8783,1488,241712,True,1000,908,1000,0.4444444444444445,0.908,12.336956521739127,6.294741518916412e-212
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,3,48404,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,81.44411642552453,180.43435285167638,5.542181874989384,8799,5946,104798,103298,130438,121639,8786,1497,245519,True,1000,893,1000,0.4444444444444445,0.893,10.432242990654203,3.8596383353327327e-196
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,4,48405,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,94.85857576743678,189.33969699704755,5.281512624452934,9258,6165,113212,111712,141881,132623,9243,1491,265827,True,1000,909,1000,0.4444444444444445,0.909,12.486263736263734,5.091376850639078e-213
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,5,48406,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,83.19097847583335,178.87260259130625,5.590571085303832,8791,5866,105020,103520,131620,122829,8769,1484,246893,True,1000,901,1000,0.4444444444444445,0.901,11.376262626262623,2.003918639469878e-204
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,6,48407,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,85.91499843041667,167.8757903195151,5.95678506172163,8352,5508,101241,99741,126251,117899,8332,1488,237312,True,1000,911,1000,0.4444444444444445,0.911,12.794943820224718,3.212407236322101e-215
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,7,48408,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,82.96929266427159,179.5109181710308,5.570691800747407,8839,5992,105153,103653,131234,122395,8819,1489,246695,True,1000,901,1000,0.4444444444444445,0.901,11.376262626262623,2.003918639469878e-204
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,8,48409,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,90.81849204252804,195.86174490014298,5.105642250403897,9237,6255,114463,112963,143068,133831,9230,1492,268253,True,1000,894,1000,0.4444444444444445,0.894,10.542452830188678,3.691502717293411e-197
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,9,48410,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,83.27032364999053,174.18522072737784,5.741015201083725,8817,5963,102636,101136,128980,120163,8792,1486,241894,True,1000,908,1000,0.4444444444444445,0.908,12.336956521739127,6.294741518916412e-212
E2_activation_localization_x_deathERK,E2_local_activation_reference_ERK_ld4p0,10,48411,local_activation,reference_ERK,activation: small and short-lived active disks; ERK: reference ERK protection,0.5,0.005,5.0,3.0,4.0,2.0,0.8,500,1000,82.31384946240267,162.36282999013054,6.159045146360078,8350,5606,98013,96513,122625,114275,8332,1491,230461,True,1000,898,1000,0.4444444444444445,0.898,11.004901960784313,2.7786013629557807e-201
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,1,49002,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,846.6310873459486,1623.5614947555825,0.615929857433915,82768,54968,61642,60142,1234373,1151605,82756,1499,1380270,True,1000,925,1000,0.4444444444444445,0.925,15.416666666666663,3.0473445551393793e-231
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,2,49003,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,844.9712671377021,1690.6046933840043,0.591504332096906,83991,55676,63185,61685,1269759,1185768,83971,1498,1418413,True,1000,907,1000,0.4444444444444445,0.907,12.190860215053762,7.690399260947758e-211
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,3,49004,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,832.8527756463695,1746.142223960791,0.5726910364332698,86560,58345,64236,62736,1288432,1201872,86549,1499,1440716,True,1000,908,1000,0.4444444444444445,0.908,12.336956521739127,6.294741518916412e-212
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,4,49005,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,922.1929014628869,1740.1864213901044,0.5746510762916854,88956,58345,66748,65248,1331864,1242908,88947,1499,1489058,True,1000,905,1000,0.4444444444444445,0.905,11.907894736842103,1.1080862577756982e-208
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,5,49006,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,821.5706416018297,1739.657566024588,0.5748257700423016,85419,58372,64211,62711,1281556,1196137,85407,1499,1432673,True,1000,918,1000,0.4444444444444445,0.918,13.993902439024387,4.325654550856077e-223
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,6,49007,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,828.0748992219172,1694.0249265832604,0.5903100859424399,84716,56519,62871,61371,1262849,1178133,84704,1499,1411923,True,1000,911,1000,0.4444444444444445,0.911,12.794943820224718,3.212407236322101e-215
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,7,49008,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,923.0846933305204,1719.4647950559163,0.5815763154182406,88386,57878,66239,64739,1324501,1236115,88374,1499,1480613,True,1000,904,1000,0.4444444444444445,0.904,11.77083333333333,1.3071441976760093e-207
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,8,49009,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,886.6201118465962,1827.9423803558857,0.5470631956163235,90070,60802,67370,65870,1355270,1265200,90058,1499,1514197,True,1000,900,1000,0.4444444444444445,0.9,11.249999999999996,2.259350268660129e-203
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,9,49010,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,869.466208749457,1665.0820589650525,0.6005710016607586,84055,55265,63672,62172,1267546,1183491,84047,1499,1416764,True,1000,921,1000,0.4444444444444445,0.921,14.572784810126578,1.5066953678301806e-226
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p25,10,49011,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.25,4.0,1.6,500,1000,842.5360080027665,1675.8708195697266,0.59670470320424,84343,55805,62480,60980,1259119,1174776,84334,1498,1407431,True,1000,894,1000,0.4444444444444445,0.894,10.542452830188678,3.691502717293411e-197
E2_activation_localization_x_deathERK,E2_local_activation_weak_ERK_protection_ld0p5,1,49102,local_activation,weak_ERK_protection,"activation: small and short-lived active disks; ERK: small ERK radius, short ERK lifetime",0.5,0.005,5.0,3.0,0.5,4.0,1.6,500,1000,437.66269870794974,788.7413517057965,1.2678427444400098,41139,26500,61834,60334,615431,574292,41124,1498,719887,True,1000,896,1000,0.4444444444444445,0.896,10.769230769230766,3.271845068762819e-199
